ID,Film Name,Date,Genres,Top Actors,Director,Writer,Creator (If writer isn't found)Book,Budget,Gross US,Gross World,Rating,Votes
tt9010738,Miss Fisher & the Crypt of Tears,2020,Adventure | Drama | Mystery,Essie Davis | Nathan Page | Rupert Penry-Jones | Miriam Margolyes,Tony Tilse,Deb Cox,NotFound,[],NotFound,NotFound,NotFound, 6, 4375 votes
tt0087089,The Cotton Club,1984,Crime | Drama | Music,Richard Gere | Gregory Hines | Diane Lane | Lonette McKee,Francis Ford Coppola,William Kennedy,NotFound,[],"$58 000 000
","$25 928 721
","$25 928 721
"," 6,5", 18558 votes
tt12672620,The Three Musketeers: Milady,2023,Action | Adventure | History,Eva Green | Vincent Cassel | Vicky Krieps | Louis Garrel,Martin Bourboulon,Matthieu Delaporte,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt0057129,The Haunting,1963,Horror,Julie Harris | Claire Bloom | Richard Johnson | Russ Tamblyn,Robert Wise,Nelson Gidding,NotFound,[],NotFound,NotFound,NotFound," 7,4", 40348 votes
tt0211181,102 Dalmatians,2000,Adventure | Comedy | Family,Glenn Close | Gérard Depardieu | Ioan Gruffudd | Alice Evans,Kevin Lima,Dodie Smith,NotFound,['The One Hundred and One Dalmatians'],"$85 000 000
","$66 957 026
","$183 611 771
"," 4,8", 38268 votes
tt0048977,The Bad Seed,1956,Drama | Horror | Thriller,Gage Clarke | Jesse White | Joan Croydon | William Hopper,Mervyn LeRoy,John Lee Mahin,NotFound,[],NotFound,NotFound,NotFound," 7,4", 14732 votes
tt0058625,Woman in the Dunes,1964,Drama | Thriller,Eiji Okada | Kyôko Kishida | Hiroko Itô | Kôji Mitsui,Hiroshi Teshigahara,Kôbô Abe,NotFound,[],NotFound,NotFound,NotFound," 8,5", 20833 votes
tt0108717,Mystery!: Cadfael,19941998,Crime | Drama | Mystery,Derek Jacobi | Michael Culver | Julian Firth | Terrence Hardiman,Graham Theakston,Simon Burke,NotFound,[],NotFound,NotFound,NotFound," 8,1", 2796 votes
tt0056264,Mutiny on the Bounty,1962,Adventure | Drama | History,Marlon Brando | Trevor Howard | Richard Harris | Hugh Griffith,Lewis Milestone,Charles Lederer,NotFound,[],NotFound,NotFound,NotFound," 7,2", 16853 votes
tt0200027,Riding in Cars with Boys,2001,Biography | Comedy | Drama,Drew Barrymore | Steve Zahn | Adam Garcia | Brittany Murphy,Penny Marshall,Beverly D'Onofrio,NotFound,['Riding in Cars with Boys'],"$48 000 000
","$30 165 536
","$35 743 308
"," 6,5", 29554 votes
tt0074695,Cross of Iron,1977,Drama | War,James Coburn | Maximilian Schell | James Mason | David Warner,Sam Peckinpah,Julius J. Epstein,NotFound,[],NotFound,NotFound,NotFound," 7,4", 27349 votes
tt0113691,Losing Isaiah,1993,Drama,Jessica Lange | Halle Berry | David Strathairn | Cuba Gooding Jr.,Stephen Gyllenhaal,Seth Margolis,NotFound,[],"$17 000 000
","$7 603 766
","$7 603 766
"," 6,4", 6276 votes
tt0264734,Joseph: King of Dreams,2000,Animation | Adventure | Biography,Ben Affleck | Mark Hamill | Richard Herd | Maureen McGovern,Rob LaDuca,Eugenia Bostwick-Singer,NotFound,[],NotFound,NotFound,NotFound," 6,4", 13444 votes
tt0066516,Valerie and Her Week of Wonders,1970,Adventure | Drama | Fantasy,Jaroslava Schallerová | Helena Anýzová | Petr Kopriva | Jirí Prýmek,Jaromil Jires,Vítezslav Nezval,NotFound,['Valerie a týden divu'],NotFound,NotFound,NotFound," 7,1", 10222 votes
tt0061893,The Last Challenge,1967,Western,Glenn Ford | Angie Dickinson | Chad Everett | Gary Merrill,Richard Thorpe,John Sherry,NotFound,"[""Pistolero's Progress""]",NotFound,NotFound,NotFound, 6, 1129 votes
tt1130080,The Informant!,2009,Biography | Comedy | Crime,Matt Damon | Lucas McHugh Carroll | Eddie Jemison | Rusty Schwimmer,Steven Soderbergh,Scott Z. Burns,NotFound,[],"$22 000 000
","$33 316 821
","$41 771 168
"," 6,5", 65934 votes
tt0057490,The Servant,1963,Drama,Dirk Bogarde | Sarah Miles | Wendy Craig | James Fox,Joseph Losey,Harold Pinter,NotFound,[],NotFound,NotFound,NotFound," 7,8", 12750 votes
tt0091188,Heartburn,1986,Comedy | Drama,Meryl Streep | Jack Nicholson | Jeff Daniels | Maureen Stapleton,Mike Nichols,Nora Ephron,NotFound,[],"$20 000 000
","$25 314 189
","$25 314 189
"," 6,1", 11728 votes
tt12411074,Paranormal,20202020,Drama | Fantasy | Horror,Razane Jammal | Karla Maatouk | Philip Shahbaz | Ahmed Amin,NotFound,NotFound,Amr Salama,NotFound,NotFound,NotFound,NotFound, 8, 72903 votes
tt0118819,Live Flesh,1997,Drama,Javier Bardem | Francesca Neri | Liberto Rabal | Ángela Molina,Pedro Almodóvar,Pedro Almodóvar,NotFound,[],NotFound,NotFound,NotFound," 7,3", 32361 votes
tt0085615,Gorky Park,1983,Crime | Drama | Mystery,William Hurt | Lee Marvin | Brian Dennehy | Ian Bannen,Michael Apted,Martin Cruz Smith,NotFound,[],"$15 000 000
","$15 856 028
","$15 856 028
"," 6,7", 14972 votes
tt0117104,Mrs. Winterbourne,1996,Comedy | Drama | Romance,Shirley MacLaine | Ricki Lake | Brendan Fraser | Miguel Sandoval,Richard Benjamin,Cornell Woolrich,NotFound,['I Married a Dead Man'],"$25 000 000
","$10 082 005
","$10 082 005
"," 6,2", 8076 votes
tt0062138,Point Blank,1967,Crime | Drama | Thriller,Lee Marvin | Angie Dickinson | Keenan Wynn | Carroll O'Connor,John Boorman,Alexander Jacobs,NotFound,[],NotFound,NotFound,NotFound," 7,3", 21811 votes
tt0089841,Prizzi's Honor,1985,Comedy | Crime | Drama,Jack Nicholson | Kathleen Turner | Robert Loggia | John Randolph,John Huston,Richard Condon,NotFound,[],NotFound,NotFound,NotFound," 6,7", 25220 votes
tt0090848,The Clan of the Cave Bear,1986,Adventure | Drama | Fantasy,Daryl Hannah | Pamela Reed | James Remar | Thomas G. Waites,Michael Chapman,Jean M. Auel,NotFound,['The Clan Of The Cave Bear'],"$15 000 000
","$1 953 732
","$1 953 732
"," 5,4", 6700 votes
tt0844794,Northanger Abbey,2007,Drama | Romance,Geraldine James | Michael Judd | Julia Dearden | Gerry O'Brien,Jon Jones,Andrew Davies,NotFound,[],NotFound,NotFound,NotFound," 7,2", 15552 votes
tt0477095,Starter for 10,2006,Comedy | Drama | Romance,Joseph Friend | James Gaddas | Catherine Tate | Mark Gatiss,Tom Vaughan,David Nicholls,NotFound,[],NotFound,NotFound,NotFound," 6,7", 24197 votes
tt0059712,Ship of Fools,1965,Drama | Romance | War,Vivien Leigh | Simone Signoret | José Ferrer | Lee Marvin,Stanley Kramer,Katherine Anne Porter,NotFound,['Ship of Fools'],NotFound,NotFound,NotFound, 7, 6361 votes
tt0103247,White Fang,,Adventure | Drama,Jed | Klaus Maria Brandauer | Ethan Hawke | Seymour Cassel,Randal Kleiser,Jack London,NotFound,[],"$14 000 000
","$34 793 160
","$34 793 160
"," 6,7", 21483 votes
tt0062794,Charly,1968,Drama | Romance | Sci-Fi,Cliff Robertson | Claire Bloom | Lilia Skala | Leon Janney,Ralph Nelson,Daniel Keyes,NotFound,['Flowers for Algernon'],NotFound,NotFound,NotFound," 6,9", 6959 votes
tt0040525,The Lady from Shanghai,1947,Crime | Drama | Film-Noir,Rita Hayworth | Orson Welles | Everett Sloane | Glenn Anders,NotFound,Sherwood King,NotFound,[],NotFound,NotFound,NotFound," 7,5", 31304 votes
tt8652818,Violet Evergarden: The Movie,2020,Animation | Drama | Fantasy,Yui Ishikawa | Daisuke Namikawa | Takehito Koyasu | Hidenobu Kiuchi,Taichi Ishidate,Kana Akatsuki,NotFound,[],NotFound,NotFound,NotFound," 8,3", 7683 votes
tt0120703,How Stella Got Her Groove Back,1998,Comedy | Drama | Romance,Angela Bassett | Taye Diggs | Whoopi Goldberg | Regina King,Kevin Rodney Sullivan,Terry McMillan,NotFound,[],"$20 000 000
","$37 672 941
","$39 278 722
"," 5,7", 7842 votes
tt0067445,Death in Venice,1971,Drama | Romance,Dirk Bogarde | Romolo Valli | Mark Burns | Nora Ricci,Luchino Visconti,Thomas Mann,NotFound,[],NotFound,NotFound,NotFound," 7,4", 21816 votes
tt0071424,Dirty Mary Crazy Larry,1974,Action | Crime | Thriller,Peter Fonda | Susan George | Adam Roarke | Kenneth Tobey,John Hough,Leigh Chapman,NotFound,[],NotFound,NotFound,NotFound," 6,6", 7275 votes
tt0037059,Meet Me in St. Louis,1944,Comedy | Drama | Family,Judy Garland | Margaret O'Brien | Mary Astor | Lucille Bremer,Vincente Minnelli,Irving Brecher,NotFound,[],"$1 700 000
","$415 008
","$500 385
"," 7,5", 25568 votes
tt0058576,Seven Days in May,1964,Drama | Thriller,Burt Lancaster | Kirk Douglas | Fredric March | Ava Gardner,John Frankenheimer,Fletcher Knebel,NotFound,[],NotFound,NotFound,NotFound," 7,8", 16255 votes
tt0060921,The Russians Are Coming the Russians Are Coming,1966,Comedy | War,Carl Reiner | Eva Marie Saint | Alan Arkin | Brian Keith,Norman Jewison,Nathaniel Benchley,NotFound,['The Off-Islanders'],NotFound,NotFound,NotFound, 7, 9239 votes
tt0069280,Slaughterhouse-Five,1972,Comedy | Drama | Sci-Fi,Michael Sacks | Ron Leibman | Eugene Roche | Sharon Gans,George Roy Hill,Kurt Vonnegut Jr.,NotFound,"[""Slaughterhouse-Five Or The Children's Crusade""]",NotFound,NotFound,NotFound," 6,8", 13371 votes
tt0060177,The Blue Max,1966,Action | Drama | Romance,George Peppard | James Mason | Ursula Andress | Jeremy Kemp,John Guillermin,Jack Hunter,NotFound,[],NotFound,NotFound,NotFound," 7,1", 7180 votes
tt3750872,The Wife,,Drama,Glenn Close | Jonathan Pryce | Max Irons | Christian Slater,Björn Runge,Jane Anderson,NotFound,[],NotFound,NotFound,NotFound," 7,2", 40729 votes
tt0038574,Great Expectations,1946,Adventure | Drama | Mystery,John Mills | Tony Wager | Valerie Hobson | Jean Simmons,David Lean,Charles Dickens,NotFound,[],NotFound,NotFound,NotFound," 7,8", 25111 votes
tt0077588,The Fury,1978,Horror | Sci-Fi | Thriller,Kirk Douglas | John Cassavetes | Carrie Snodgress | Charles Durning,Brian De Palma,John Farris,NotFound,[],NotFound,NotFound,NotFound," 6,3", 16050 votes
tt15521050,Love & Gelato,2022,Comedy | Drama | Romance,Susanna Skaggs | Tobia De Angelis | Owen McDonnell | Valentina Lodovini,Brandon Camp,Brandon Camp,NotFound,[],NotFound,NotFound,NotFound," 5,1", 5588 votes
tt6040662,The Children Act,2017,Drama,Emma Thompson | Stanley Tucci | Reena Lalbihari | Dominic Carter,Richard Eyre,Ian McEwan,NotFound,[],NotFound,NotFound,NotFound," 6,7", 13970 votes
tt0058213,"Hush...Hush, Sweet Charlotte",1964,Crime | Drama | Mystery,Bette Davis | Olivia de Havilland | Joseph Cotten | Agnes Moorehead,Robert Aldrich,Henry Farrell,NotFound,[],NotFound,NotFound,NotFound," 7,5", 15070 votes
tt0089424,Kiss of the Spider Woman,1985,Drama,William Hurt | Raul Julia | Sonia Braga | José Lewgoy,Hector Babenco,Manuel Puig,NotFound,[],NotFound,NotFound,NotFound," 7,3", 16530 votes
tt0060232,The Chase,1966,Crime | Drama | Thriller,Marlon Brando | Jane Fonda | Robert Redford | E.G. Marshall,Arthur Penn,Horton Foote,NotFound,[],NotFound,NotFound,NotFound," 7,1", 12359 votes
tt6916362,Journal 64,2018,Crime | Mystery | Thriller,Nikolaj Lie Kaas | Fares Fares | Johanne Louise Schmidt | Søren Pilmark,Christoffer Boe,Jussi Adler-Olsen,NotFound,[],NotFound,NotFound,NotFound," 7,4", 17505 votes
tt0064541,Kes,1969,Drama | Family,David Bradley | Freddie Fletcher | Lynne Perrie | Colin Welland,Ken Loach,Barry Hines,NotFound,['A Kestrel for a Knave'],NotFound,NotFound,NotFound," 7,9", 21592 votes
tt0106223,The Adventures of Huck Finn,1993,Adventure | Comedy | Drama,Elijah Wood | Courtney B. Vance | Robbie Coltrane | Jason Robards,Stephen Sommers,Mark Twain,NotFound,[],"$6 500 000
","$24 103 594
","$24 103 594
"," 6,2", 8841 votes
tt2176165,Another,20122012,Animation | Drama | Fantasy,Atsushi Abe | Natsumi Takamori | Tomoaki Maeno | Monica Rial,Tsutomu Mizushima,Yukito Ayatsuji,NotFound,[],NotFound,NotFound,NotFound," 7,5", 15981 votes
tt1111890,Diary of a Nymphomaniac,2008,Drama | Romance,Belén Fabra | Leonardo Sbaraglia | Llum Barrera | Geraldine Chaplin,Christian Molina,Cuca Canals,NotFound,[],NotFound,NotFound,NotFound," 5,7", 11215 votes
tt0116552,Homeward Bound II: Lost in San Francisco,1996,Adventure | Comedy | Family,Michael J. Fox | Sally Field | Ralph Waite | Al Michaels,David R. Ellis,Chris Hauty,NotFound,[],NotFound,NotFound,NotFound," 5,9", 15488 votes
tt0106156,The Tommyknockers,19931993,Horror | Sci-Fi,Jimmy Smits | Marg Helgenberger | John Ashton | Allyce Beasley,John Power,Lawrence D. Cohen,NotFound,[],NotFound,NotFound,NotFound," 5,4", 11735 votes
tt2980210,A Hologram for the King,2016,Comedy | Drama | Romance,Tom Hanks | Omar Elba | Sarita Choudhury | Sidse Babett Knudsen,Tom Tykwer,Dave Eggers,NotFound,[],"$30 000 000
","$4 212 494
","$9 169 507
"," 6,1", 45586 votes
tt5232622,The Girl Before,20212021,Drama | Romance | Thriller,Gugu Mbatha-Raw | David Oyelowo | Jessica Plummer | Ben Hardy,Lisa Brühlmann,J.P. Delaney,NotFound,[],NotFound,NotFound,NotFound," 6,5", 5049 votes
tt0107501,The Man Without a Face,1993,Drama,Mel Gibson | Nick Stahl | Margaret Whitton | Fay Masterson,Mel Gibson,Isabelle Holland,NotFound,[],NotFound,NotFound,NotFound," 6,7", 30032 votes
tt0082449,Ghost Story,1981,Drama | Horror | Thriller,Fred Astaire | Melvyn Douglas | Douglas Fairbanks Jr. | John Houseman,John Irvin,Peter Straub,NotFound,[],"$13 500 000
","$23 371 905
","$23 371 905
"," 6,3", 8973 votes
tt4944694,Cathedral of the Sea,20182018,Drama | History,Susana G. Esteban | Jordi Aguilar | Aitor Luna | Susana Ballesteros,Jordi Frades,Ildefonso Falcones,NotFound,[],NotFound,NotFound,NotFound," 7,5", 4765 votes
tt1186342,Tess of the D'Urbervilles,20082008,Drama | Romance,Gemma Arterton | Eddie Redmayne | Ruth Jones | Hans Matheson,David Blair,Thomas Hardy,NotFound,[],NotFound,NotFound,NotFound," 7,6", 6392 votes
tt1441952,Salmon Fishing in the Yemen,2011,Comedy | Drama | Romance,Amr Waked | Emily Blunt | Catherine Steadman | Tom Mison,Lasse Hallström,Simon Beaufoy,NotFound,[],NotFound,NotFound,NotFound," 6,8", 65633 votes
tt0051554,Horror of Dracula,1958,Drama | Horror,Peter Cushing | Christopher Lee | Michael Gough | Melissa Stribling,Terence Fisher,Jimmy Sangster,NotFound,[],NotFound,NotFound,NotFound," 7,2", 26111 votes
tt15189534,The Wrath of God,2022,Drama | Thriller,Macarena Achaga | Juan Minujín | Diego Peretti | Mónica Antonópulos,Sebastián Schindel,Pablo Del Teso,NotFound,[],NotFound,NotFound,NotFound," 5,8", 3995 votes
tt21192142,Strangers,,Drama | Fantasy,Paul Mescal | Claire Foy | Andrew Scott | Jamie Bell,Andrew Haigh,Andrew Haigh,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt0348593,The Door in the Floor,2004,Comedy | Drama,Elle Fanning | Jeff Bridges | Kim Basinger | Jon Foster,Tod Williams,John Irving,NotFound,['A Widow for One Year'],"$7 500 000
","$3 854 624
","$6 715 067
"," 6,6", 15872 votes
tt0258068,The Quiet American,2002,Drama | Romance | Thriller,Michael Caine | Brendan Fraser | Thi Hai Yen Do | Rade Serbedzija,Phillip Noyce,Graham Greene,NotFound,[],"$30 000 000
","$12 988 801
","$27 674 124
", 7, 28829 votes
tt0116493,Harriet the Spy,1996,Comedy | Drama | Family,Michelle Trachtenberg | Gregory Smith | Vanessa Chester | Rosie O'Donnell,Bronwen Hughes,Louise Fitzhugh,NotFound,[],"$12 000 000
","$26 570 048
","$26 570 048
"," 5,9", 10562 votes
tt3671542,Holding the Man,2015,Biography | Drama | Romance,Ryan Corr | Sarah Snook | Francesco Ferdinandi | Craig Stott,Neil Armfield,Tommy Murphy,NotFound,[],NotFound,NotFound,NotFound," 7,4", 12816 votes
tt0057831,Zorba the Greek,1964,Comedy | Drama,Anthony Quinn | Alan Bates | Irene Papas | Lila Kedrova,Michael Cacoyannis,Nikos Kazantzakis,NotFound,['The Life and Times of Alexis Zorba'],NotFound,NotFound,NotFound," 7,6", 23072 votes
tt0072653,The Apple Dumpling Gang,1975,Comedy | Family | Western,Bill Bixby | Susan Clark | Don Knotts | Tim Conway,Norman Tokar,Don Tait,NotFound,[],NotFound,NotFound,NotFound," 6,4", 6091 votes
tt0453494,Hoot,2006,Adventure | Comedy | Family,Luke Wilson | Logan Lerman | Brie Larson | Tim Blake Nelson,Wil Shriner,Wil Shriner,NotFound,[],"$15 000 000
","$8 117 637
","$8 224 998
"," 5,5", 8515 votes
tt11068094,White Bird: A Wonder Story,2023,Biography | Drama | Family,Helen Mirren | Gillian Anderson | Bryce Gheisar | Olivia Ross,Marc Forster,Mark Bomback,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt3203620,The Dinner,,Crime | Drama | Thriller,Michael Chernus | Taylor Rae Almonte-Roman | Steve Coogan | Charlie Plummer,Oren Moverman,Herman Koch,NotFound,[],NotFound,NotFound,NotFound," 4,5", 8962 votes
tt0081874,The Hitchhiker's Guide to the Galaxy,19811981,Adventure | Comedy | Sci-Fi,Peter Jones | Simon Jones | David Dixon | Sandra Dickinson,NotFound,Douglas Adams,NotFound,[],NotFound,NotFound,NotFound, 8, 11250 votes
tt0338309,Evil,2003,Drama,Andreas Wilson | Henrik Lundström | Gustaf Skarsgård | Linda Zilliacus,Mikael Håfström,Jan Guillou,NotFound,[],"kr22 000 000
","$15 530
","$528 245
"," 7,7", 39687 votes
tt0078872,The Black Stallion,1979,Adventure | Family | Sport,Kelly Reno | Mickey Rooney | Teri Garr | Clarence Muse,Carroll Ballard,Melissa Mathison,NotFound,[],NotFound,NotFound,NotFound," 7,4", 13253 votes
tt0438315,Peaceful Warrior,2006,Drama | Romance | Sport,Scott Mechlowicz | Nick Nolte | Amy Smart | Tim DeKay,Victor Salva,Kevin Bernhardt,NotFound,[],"$10 000 000
","$3 960 414
","$4 326 927
"," 7,2", 28846 votes
tt0071960,The Outfit,1973,Crime | Drama | Thriller,Robert Duvall | Karen Black | Joe Don Baker | Robert Ryan,John Flynn,Donald E. Westlake,NotFound,['The Outfit'],NotFound,NotFound,NotFound, 7, 4062 votes
tt0070337,Lost Horizon,1973,Adventure | Drama | Fantasy,Peter Finch | Liv Ullmann | Sally Kellerman | George Kennedy,Charles Jarrott,Larry Kramer,NotFound,[],NotFound,NotFound,NotFound," 5,2", 2688 votes
tt0364970,Babylon A.D.,2008,Action | Adventure | Sci-Fi,Vin Diesel | Michelle Yeoh | Mélanie Thierry | Gérard Depardieu,Mathieu Kassovitz,Maurice G. Dantec,NotFound,['Babylon Babies'],"$70 000 000
","$22 532 572
","$72 109 200
"," 5,5", 96766 votes
tt0447854,Bambi 2: The Great Prince of the Forest,2006,Animation | Adventure | Drama,Patrick Stewart | Alexander Gould | Keith Ferguson | Brendon Baerg,Brian Pimental,Brian Pimental,NotFound,[],NotFound,NotFound,NotFound," 6,1", 11125 votes
tt0403702,Youth in Revolt,2009,Comedy | Drama | Romance,Michael Cera | Portia Doubleday | Jean Smart | Zach Galifianakis,Miguel Arteta,Gustin Nash,NotFound,[],"$18 000 000
","$15 281 286
","$19 651 093
"," 6,4", 75002 votes
tt0067952,Villain,1971,Crime | Drama | Thriller,Richard Burton | Ian McShane | Nigel Davenport | Donald Sinden,Michael Tuchner,Dick Clement,NotFound,[],NotFound,NotFound,NotFound," 6,5", 1836 votes
tt0076868,Valentino,1977,Biography | Drama,Rudolf Nureyev | Leslie Caron | Michelle Phillips | Carol Kane,Ken Russell,Ken Russell,NotFound,[],NotFound,NotFound,NotFound," 6,1", 1987 votes
tt0098575,Valmont,1989,Drama | Romance,Colin Firth | Annette Bening | Meg Tilly | Fairuza Balk,Milos Forman,Choderlos de Laclos,NotFound,['Les liaisons dangereuses'],"$33 000 000
","$1 132 112
","$1 132 112
", 7, 13778 votes
tt0085032,Hotel,19831988,Drama | Romance,James Brolin | Connie Sellecca | Nathan Cook | Shari Belafonte,NotFound,NotFound,John Furia,NotFound,NotFound,NotFound,NotFound," 6,3", 1736 votes
tt0443559,Killshot,2008,Action | Crime | Drama,Mickey Rourke | Brandon McGibbon | Peter Kelly Gaudreault | Michelle Arvizu,John Madden,Hossein Amini,NotFound,[],NotFound,NotFound,NotFound, 6, 21425 votes
tt0089869,The Quiet Earth,1985,Drama | Mystery | Sci-Fi,Bruno Lawrence | Alison Routledge | Pete Smith | Anzac Wallace,Geoff Murphy,Craig Harrison,NotFound,[],"$1 000 000
","$2 123 135
","$2 123 135
"," 6,7", 26563 votes
tt1242422,Celda 211,2009,Action | Adventure | Crime,Luis Tosar | Alberto Ammann | Antonio Resines | Manuel Morón,Daniel Monzón,Jorge Guerricaechevarría,NotFound,[],NotFound,NotFound,NotFound," 7,6", 68677 votes
tt9140604,Fartblinda,2019,Drama | Thriller,Julia Ragnarsson | Matias Varela | Julia Dufvenius | Albin Grenholm,Jens Jonsson,Jesper Harrie,NotFound,[],NotFound,NotFound,NotFound," 7,1", 1713 votes
tt1598642,Z for Zachariah,2015,Drama | Romance | Sci-Fi,Chiwetel Ejiofor | Margot Robbie | Chris Pine,Craig Zobel,Nissar Modi,NotFound,[],"$7 500 000
","$121 461
","$381 839
", 6, 31566 votes
tt7137144,Rainbow Si,NotFound,Action | Adventure | Crime,Michael B. Jordan | Maurice P. Kerry,Chad Stahelski,Tom Clancy,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
